time,open,high,low,close,Smoothed Heiken Ashi (Open),Smoothed Heiken Ashi (High,Smoothed Heiken Ashi (Low),Smoothed Heiken Ashi (Close),Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Bars (Open),Bars (High,Bars (Low),Bars (Close),Mny Flow
1730419200,0.5095,0.511,0.5094,0.511,,,,,0.51025,0.511,0.5094,0.510225,0.51025,0.511,0.5094,0.510225,
1730420100,0.511,0.5112,0.5107,0.5111,,,,,0.5102375,0.5112,0.5102375,0.511,0.5102375,0.5112,0.5102375,0.511,
1730421000,0.5112,0.5117,0.5104,0.5117,,,,,0.51061875,0.5117,0.5104,0.51125,0.51061875,0.5117,0.5104,0.51125,
1730421900,0.5117,0.5123,0.5114,0.5114,,,,,0.5109343749999999,0.5123,0.5109343749999999,0.5117,0.5109343749999999,0.5123,0.5109343749999999,0.5117,
1730422800,0.5114,0.5121,0.5111,0.5119,,,,,0.5113171875,0.5121,0.5111,0.511625,0.5113171875,0.5121,0.5111,0.511625,
1730423700,0.5119,0.5119,0.5097,0.51,,,,,0.51147109375,0.5119,0.5097,0.510875,0.51147109375,0.5119,0.5097,0.510875,
1730424600,0.51,0.5104,0.5068,0.5101,,,,,0.511173046875,0.511173046875,0.5068,0.509325,0.511173046875,0.511173046875,0.5068,0.509325,
1730425500,0.5102,0.5112,0.5079,0.5086,,,,,0.5102490234375,0.5112,0.5079,0.509475,0.5102490234375,0.5112,0.5079,0.509475,
1730426400,0.5086,0.5093,0.5022,0.5057,,,,,0.50986201171875,0.50986201171875,0.5022,0.5064500000000001,0.50986201171875,0.50986201171875,0.5022,0.5064500000000001,
1730427300,0.5057,0.5116,0.5057,0.5113,0.5104268994140625,0.511403505859375,0.5084371875,0.51005,0.508156005859375,0.5116,0.5057,0.508575,0.508156005859375,0.5116,0.5057,0.508575,
1730428200,0.5113,0.5115,0.5099,0.51,0.5100521000532671,0.5114210502485795,0.5084241539417613,0.5101636363636364,0.5083655029296875,0.5115,0.5083655029296875,0.510675,0.5083655029296875,0.5115,0.5083655029296875,0.510675,
1730429100,0.51,0.5113,0.5086,0.5109,0.5099554003099174,0.5113990411124741,0.5084561259523502,0.5101702479338843,0.5095202514648438,0.5113,0.5086,0.5102,0.5095202514648438,0.5113,0.5086,0.5102,
1730430000,0.5109,0.5114,0.5102,0.5107,0.5099380776594636,0.5113992154556607,0.508711398639636,0.5102847483095417,0.5098601257324219,0.5114,0.5098601257324219,0.5108,0.5098601257324219,0.5114,0.5098601257324219,0.5108,
1730430900,0.5108,0.5148,0.5107,0.5143,0.5100093476970541,0.5120175399182678,0.509005701226286,0.5107147940714433,0.510330062866211,0.5148,0.510330062866211,0.51265,0.510330062866211,0.5148,0.510330062866211,0.51265,
1730431800,0.5143,0.5166,0.5142,0.5144,0.5102785629217907,0.5128507144785828,0.5094573976275258,0.5114711951493627,0.5114900314331055,0.5166,0.5114900314331055,0.514875,0.5114900314331055,0.5166,0.5114900314331055,0.514875,
1730432700,0.5144,0.5193,0.5144,0.5193,0.5108065543390202,0.5140233118461132,0.5101346918255307,0.5124491596676604,0.5131825157165527,0.5193,0.5131825157165527,0.51685,0.5131825157165527,0.5193,0.5131825157165527,0.51685,
1730433600,0.5193,0.5215,0.5174,0.5179,0.511571954978885,0.5153827096922744,0.5110222492860299,0.513644767000813,0.5150162578582764,0.5215,0.5150162578582764,0.519025,0.5150162578582764,0.5215,0.5150162578582764,0.519025,
1730434500,0.5178,0.5192,0.5154,0.5156,0.5125626229698401,0.5160767624754973,0.5118182039612972,0.5142548093643016,0.5170206289291381,0.5192,0.5154,0.517,0.5170206289291381,0.5192,0.5154,0.517,
1730435400,0.5156,0.5181,0.5151,0.5178,0.5133712941506999,0.5164446238435887,0.5124148941501523,0.5146902985707922,0.517010314464569,0.5181,0.5151,0.51665,0.517010314464569,0.5181,0.5151,0.51665,
1730436300,0.5177,0.518,0.5159,0.5164,0.5140001783473517,0.5167274195083907,0.5130485497592155,0.5151102442851936,0.5168301572322845,0.518,0.5159,0.517,0.5168301572322845,0.518,0.5159,0.517,
1730437200,0.5164,0.5168,0.5152,0.5161,0.5145301602144046,0.5167615393461638,0.5134397225302673,0.5152947453242492,0.5169150786161423,0.5169150786161423,0.5152,0.516125,0.5169150786161423,0.5169150786161423,0.5152,0.516125,
1730438100,0.5161,0.5169,0.5132,0.5143,0.514891956413253,0.5167867140104976,0.5133961366156732,0.5152638825380221,0.5165200393080711,0.5169,0.5132,0.5151249999999999,0.5165200393080711,0.5169,0.5132,0.5151249999999999,
1730439000,0.5143,0.5146,0.5136,0.5139,0.5150611497297589,0.5166114059456863,0.5134332026855508,0.515052267531109,0.5158225196540356,0.5158225196540356,0.5136,0.5141,0.5158225196540356,0.5158225196540356,0.5136,0.5141,
1730439900,0.514,0.5155,0.5135,0.5147,0.5150429879292605,0.5164093321373797,0.5134453476518143,0.5149382188890892,0.5149612598270178,0.5155,0.5135,0.514425,0.5149612598270178,0.5155,0.5135,0.514425,
1730440800,0.5147,0.5155,0.5129,0.5132,0.514979377380942,0.5162439990214925,0.5133461935333026,0.5147812700001638,0.5146931299135089,0.5155,0.5129,0.514075,0.5146931299135089,0.5155,0.5129,0.514075,
1730441700,0.5132,0.5154,0.5131,0.5152,0.5148711387583624,0.5160905446539484,0.5133014310727021,0.514680130000134,0.5143840649567544,0.5154,0.5131,0.514225,0.5143840649567544,0.5154,0.5131,0.514225,
1730442600,0.5152,0.516,0.5149,0.5152,0.5147681194347288,0.5160740819895941,0.5134838131464612,0.5147973790910187,0.5143045324783773,0.516,0.5143045324783773,0.515325,0.5143045324783773,0.516,0.5143045324783773,0.515325,
1730443500,0.5151,0.5159,0.5129,0.5131,0.5147766006719033,0.5160424307187589,0.5133776653016501,0.5146978556199244,0.5148147662391886,0.5159,0.5129,0.5142500000000001,0.5148147662391886,0.5159,0.5129,0.5142500000000001,
1730444400,0.5131,0.5144,0.5094,0.5099,0.5147321974805744,0.5157678766098199,0.5126544534286228,0.5141527909617564,0.5145323831195944,0.5145323831195944,0.5094,0.5116999999999999,0.5145323831195944,0.5145323831195944,0.5094,0.5116999999999999,
1730445300,0.51,0.5139,0.5098,0.5138,0.5144383782222512,0.5154282626807618,0.5121354618961459,0.513738647150528,0.5131161915597972,0.5139,0.5098,0.5118750000000001,0.5131161915597972,0.5139,0.5098,0.5118750000000001,
1730446200,0.5139,0.5148,0.5126,0.5132,0.5140851450509144,0.5153140331024415,0.5122009407841009,0.5137179840322501,0.5124955957798987,0.5148,0.5124955957798987,0.513625,0.5124955957798987,0.5148,0.5124955957798987,0.513625,
1730447100,0.5132,0.5133,0.5117,0.5119,0.5138988092034662,0.514947845265634,0.5121098606415372,0.5135010778445682,0.5130602978899493,0.5133,0.5117,0.512525,0.5130602978899493,0.5133,0.5117,0.512525,
1730448000,0.5119,0.5126,0.511,0.5119,0.5136976891564677,0.5145559913891504,0.5119080677976213,0.5132008818728285,0.5127926489449747,0.5127926489449747,0.511,0.5118499999999999,0.5127926489449747,0.5127926489449747,0.511,0.5118499999999999,
